unix,date,symbol,open,high,low,close,Volume EOS,Volume USD
1569888000,2019-10-01 00:00:00,EOS/USD,2.966,3.123,2.865,2.945,2025072.39,672424.4
1569801600,2019-09-30 00:00:00,EOS/USD,2.778,3.038,2.719,2.966,2083697.43,718973.1
1569715200,2019-09-29 00:00:00,EOS/USD,2.833,2.846,2.686,2.778,883198.96,321949.6
1569628800,2019-09-28 00:00:00,EOS/USD,2.833,2.876,2.775,2.833,471848.13,166441.4
1569542400,2019-09-27 00:00:00,EOS/USD,2.78,2.89,2.686,2.833,2091281.09,750337.7
1569456000,2019-09-26 00:00:00,EOS/USD,2.865,2.869,2.588,2.78,2387446.67,871840.0
1569369600,2019-09-25 00:00:00,EOS/USD,2.774,2.959,2.686,2.865,2422502.42,850479.5
1569283200,2019-09-24 00:00:00,EOS/USD,3.683,3.716,2.688,2.774,8053438.45,2636972.7
1569196800,2019-09-23 00:00:00,EOS/USD,3.812,3.856,3.655,3.683,1109672.76,295476.9
1569110400,2019-09-22 00:00:00,EOS/USD,3.997,4.0,3.735,3.812,1244838.21,323630.8
1569024000,2019-09-21 00:00:00,EOS/USD,4.013,4.075,3.953,3.997,1348700.32,336214.3
1568937600,2019-09-20 00:00:00,EOS/USD,3.964,4.039,3.83,4.013,1048804.55,267660.7
1568851200,2019-09-19 00:00:00,EOS/USD,4.081,4.091,3.805,3.964,2385913.85,609227.7
1568764800,2019-09-18 00:00:00,EOS/USD,4.067,4.171,4.05,4.081,2013266.38,489902.9
1568678400,2019-09-17 00:00:00,EOS/USD,4.093,4.23,4.026,4.067,1570668.46,380800.9
1568592000,2019-09-16 00:00:00,EOS/USD,4.073,4.167,3.945,4.093,1197709.05,295271.4
1568505600,2019-09-15 00:00:00,EOS/USD,4.03,4.15,4.009,4.073,1362404.4,335264.6
1568419200,2019-09-14 00:00:00,EOS/USD,3.731,4.143,3.694,4.03,1979158.63,496159.8
1568332800,2019-09-13 00:00:00,EOS/USD,3.742,3.755,3.679,3.731,406312.43,109251.9
1568246400,2019-09-12 00:00:00,EOS/USD,3.75,3.789,3.67,3.742,631717.21,169010.2
1568160000,2019-09-11 00:00:00,EOS/USD,3.769,3.802,3.645,3.75,936077.6,251974.9
1568073600,2019-09-10 00:00:00,EOS/USD,3.881,3.923,3.645,3.769,1243693.3,328004.0
1567987200,2019-09-09 00:00:00,EOS/USD,3.79,3.946,3.607,3.881,2059656.16,536585.6
1567900800,2019-09-08 00:00:00,EOS/USD,3.564,3.81,3.511,3.79,1405682.61,383068.3
1567814400,2019-09-07 00:00:00,EOS/USD,3.214,3.68,3.195,3.564,1624423.06,468116.7
1567728000,2019-09-06 00:00:00,EOS/USD,3.269,3.375,3.109,3.214,1057902.27,326093.1
1567641600,2019-09-05 00:00:00,EOS/USD,3.31,3.341,3.201,3.269,818585.61,251383.9
1567555200,2019-09-04 00:00:00,EOS/USD,3.359,3.364,3.24,3.31,606670.67,182879.8
1567468800,2019-09-03 00:00:00,EOS/USD,3.334,3.467,3.301,3.359,1196135.54,354050.1
1567382400,2019-09-02 00:00:00,EOS/USD,3.268,3.399,3.222,3.334,673799.23,203948.6
1567296000,2019-09-01 00:00:00,EOS/USD,3.328,3.345,3.103,3.268,692519.84,213329.7
1567209600,2019-08-31 00:00:00,EOS/USD,3.208,3.413,3.188,3.328,648572.48,199042.6
1567123200,2019-08-30 00:00:00,EOS/USD,3.191,3.283,3.16,3.208,730326.9,226979.4
1567036800,2019-08-29 00:00:00,EOS/USD,3.251,3.261,3.044,3.191,1225999.0,384492.1
1566950400,2019-08-28 00:00:00,EOS/USD,3.55,3.554,3.09,3.251,2298120.33,704895.3
1566864000,2019-08-27 00:00:00,EOS/USD,3.577,3.587,3.489,3.55,427218.38,120618.1
1566777600,2019-08-26 00:00:00,EOS/USD,3.553,3.7,3.535,3.577,717589.79,198295.6
1566691200,2019-08-25 00:00:00,EOS/USD,3.659,3.697,3.46,3.553,658990.46,184997.5
1566604800,2019-08-24 00:00:00,EOS/USD,3.678,3.694,3.547,3.659,564251.53,155746.3
1566518400,2019-08-23 00:00:00,EOS/USD,3.636,3.77,3.603,3.678,949907.38,257659.0
1566432000,2019-08-22 00:00:00,EOS/USD,3.505,3.707,3.449,3.636,1236150.75,343256.5
1566345600,2019-08-21 00:00:00,EOS/USD,3.673,3.684,3.357,3.505,1795160.31,512798.8
1566259200,2019-08-20 00:00:00,EOS/USD,3.725,3.726,3.598,3.673,751618.47,205666.4
1566172800,2019-08-19 00:00:00,EOS/USD,3.695,3.787,3.649,3.725,1119865.87,302205.7
1566086400,2019-08-18 00:00:00,EOS/USD,3.559,3.77,3.512,3.695,2475637.1,670512.4
1566000000,2019-08-17 00:00:00,EOS/USD,3.589,3.613,3.481,3.559,1128936.96,317696.4
1565913600,2019-08-16 00:00:00,EOS/USD,3.626,3.659,3.481,3.589,1470868.59,412933.7
1565827200,2019-08-15 00:00:00,EOS/USD,3.66,3.707,3.3,3.626,3253652.7,910662.3
1565740800,2019-08-14 00:00:00,EOS/USD,4.066,4.114,3.507,3.66,3148994.29,835705.8
1565654400,2019-08-13 00:00:00,EOS/USD,4.123,4.137,3.946,4.066,1369015.66,339479.0
1565568000,2019-08-12 00:00:00,EOS/USD,4.195,4.199,4.076,4.123,960217.96,233063.2
1565481600,2019-08-11 00:00:00,EOS/USD,4.047,4.264,4.041,4.195,2022098.01,487659.7
1565395200,2019-08-10 00:00:00,EOS/USD,3.899,4.132,3.843,4.047,1601859.04,399138.1
1565308800,2019-08-09 00:00:00,EOS/USD,4.158,4.171,3.772,3.899,1990949.26,506284.1
1565222400,2019-08-08 00:00:00,EOS/USD,4.219,4.233,4.07,4.158,924629.79,223020.1
1565136000,2019-08-07 00:00:00,EOS/USD,4.184,4.282,4.123,4.219,1297948.47,308338.6
1565049600,2019-08-06 00:00:00,EOS/USD,4.451,4.499,4.045,4.184,1574933.76,369880.8
1564963200,2019-08-05 00:00:00,EOS/USD,4.235,4.576,4.231,4.451,2031710.22,459957.6
1564876800,2019-08-04 00:00:00,EOS/USD,4.288,4.312,4.179,4.235,958305.99,226101.1
1564790400,2019-08-03 00:00:00,EOS/USD,4.184,4.363,4.17,4.288,897924.43,209513.6
1564704000,2019-08-02 00:00:00,EOS/USD,4.308,4.349,4.045,4.184,1111146.95,264480.3
1564617600,2019-08-01 00:00:00,EOS/USD,4.424,4.443,4.217,4.308,1209313.93,280940.0
1564531200,2019-07-31 00:00:00,EOS/USD,4.203,4.445,4.194,4.424,1006163.67,233599.6
1564444800,2019-07-30 00:00:00,EOS/USD,4.204,4.49,4.133,4.203,925555.91,219331.4
1564358400,2019-07-29 00:00:00,EOS/USD,4.264,4.397,4.1,4.204,771502.68,182358.5
1564272000,2019-07-28 00:00:00,EOS/USD,4.267,4.338,3.793,4.264,1789842.93,431438.8
1564185600,2019-07-27 00:00:00,EOS/USD,4.626,4.77,4.166,4.267,1925804.15,437580.2
1564099200,2019-07-26 00:00:00,EOS/USD,4.567,4.713,4.417,4.626,1437447.5,315117.7
1564012800,2019-07-25 00:00:00,EOS/USD,4.577,4.714,4.44,4.567,2571157.42,561113.7
1563926400,2019-07-24 00:00:00,EOS/USD,4.141,4.647,4.004,4.577,2686220.59,615697.3
1563840000,2019-07-23 00:00:00,EOS/USD,4.116,4.298,3.96,4.141,1728805.21,417424.2
1563753600,2019-07-22 00:00:00,EOS/USD,4.328,4.417,3.953,4.116,1261932.31,303759.8
1563667200,2019-07-21 00:00:00,EOS/USD,4.313,4.362,4.16,4.328,1020971.22,238571.5
1563580800,2019-07-20 00:00:00,EOS/USD,4.056,4.524,4.004,4.313,2102201.89,486431.3
1563494400,2019-07-19 00:00:00,EOS/USD,4.116,4.159,3.799,4.056,1038412.7,259529.5
1563408000,2019-07-18 00:00:00,EOS/USD,3.844,4.249,3.757,4.116,1929920.31,478888.6
1563321600,2019-07-17 00:00:00,EOS/USD,3.664,4.12,3.524,3.844,2261827.08,593172.1
1563235200,2019-07-16 00:00:00,EOS/USD,4.29,4.363,3.3,3.664,3374290.68,895164.2
1563148800,2019-07-15 00:00:00,EOS/USD,4.104,4.43,3.98,4.29,2225576.93,525873.5
1563062400,2019-07-14 00:00:00,EOS/USD,4.764,4.777,4.053,4.104,2255796.16,521686.4
1562976000,2019-07-13 00:00:00,EOS/USD,4.805,4.821,4.55,4.764,1381506.15,293089.0
1562889600,2019-07-12 00:00:00,EOS/USD,4.692,4.876,4.6,4.805,1779490.06,372042.7
1562803200,2019-07-11 00:00:00,EOS/USD,5.272,5.272,4.378,4.692,4800363.02,1025928.8
1562716800,2019-07-10 00:00:00,EOS/USD,5.897,5.936,5.026,5.272,3097632.9,575323.5
1562630400,2019-07-09 00:00:00,EOS/USD,5.966,6.038,5.85,5.897,1000994.53,168559.5
1562544000,2019-07-08 00:00:00,EOS/USD,5.962,6.035,5.85,5.966,967731.3,162981.2
1562457600,2019-07-07 00:00:00,EOS/USD,5.765,6.077,5.75,5.962,813741.05,137947.0
1562371200,2019-07-06 00:00:00,EOS/USD,5.764,6.0,5.728,5.765,989872.84,169726.4
1562284800,2019-07-05 00:00:00,EOS/USD,5.719,5.89,5.666,5.764,836443.03,145416.2
1562198400,2019-07-04 00:00:00,EOS/USD,6.067,6.087,5.624,5.719,1171411.34,198425.0
1562112000,2019-07-03 00:00:00,EOS/USD,5.884,6.119,5.832,6.067,1883448.18,316139.9
1562025600,2019-07-02 00:00:00,EOS/USD,6.025,6.127,5.55,5.884,2723713.87,467531.7
1561939200,2019-07-01 00:00:00,EOS/USD,5.724,6.052,5.502,6.025,3020921.14,522969.6
1561852800,2019-06-30 00:00:00,EOS/USD,6.317,6.398,5.615,5.724,2199939.41,367009.6
1561766400,2019-06-29 00:00:00,EOS/USD,6.21,6.417,5.928,6.317,3219355.76,523647.8
1561680000,2019-06-28 00:00:00,EOS/USD,5.871,6.292,5.65,6.21,3131942.84,523552.1
1561593600,2019-06-27 00:00:00,EOS/USD,6.75,6.8,5.51,5.871,5253988.64,864431.6
1561507200,2019-06-26 00:00:00,EOS/USD,7.149,7.469,6.03,6.75,6408099.48,928420.9
1561420800,2019-06-25 00:00:00,EOS/USD,7.229,7.3,6.924,7.149,1776288.54,250355.2
1561334400,2019-06-24 00:00:00,EOS/USD,7.23,7.245,6.994,7.229,1566072.98,219841.3
1561248000,2019-06-23 00:00:00,EOS/USD,7.465,7.584,7.15,7.23,2335393.05,317635.6
1561161600,2019-06-22 00:00:00,EOS/USD,7.061,7.6,7.011,7.465,4256660.13,581037.7
1561075200,2019-06-21 00:00:00,EOS/USD,6.848,7.148,6.83,7.061,2834439.05,404911.0
1560988800,2019-06-20 00:00:00,EOS/USD,6.879,6.901,6.7,6.848,1255027.92,184546.7
1560902400,2019-06-19 00:00:00,EOS/USD,6.801,6.967,6.755,6.879,1454815.55,212516.7
1560816000,2019-06-18 00:00:00,EOS/USD,7.141,7.163,6.614,6.801,2313165.28,336199.4
1560729600,2019-06-17 00:00:00,EOS/USD,6.972,7.263,6.971,7.141,2888639.38,406235.0
1560643200,2019-06-16 00:00:00,EOS/USD,6.925,7.21,6.801,6.972,3059631.89,435457.0
1560556800,2019-06-15 00:00:00,EOS/USD,6.572,6.965,6.51,6.925,2329176.13,343583.6
1560470400,2019-06-14 00:00:00,EOS/USD,6.472,6.582,6.358,6.572,1648595.79,255622.5
1560384000,2019-06-13 00:00:00,EOS/USD,6.454,6.644,6.39,6.472,2017813.94,308937.6
1560297600,2019-06-12 00:00:00,EOS/USD,6.333,6.494,6.24,6.454,2379806.41,373235.6
1560211200,2019-06-11 00:00:00,EOS/USD,6.465,6.517,6.159,6.333,1708303.91,270043.3
1560124800,2019-06-10 00:00:00,EOS/USD,6.148,6.51,6.042,6.465,2307197.59,364868.0
1560038400,2019-06-09 00:00:00,EOS/USD,6.362,6.495,6.001,6.148,3008389.15,487120.0
1559952000,2019-06-08 00:00:00,EOS/USD,6.656,6.699,6.208,6.362,2262532.21,353281.2
1559865600,2019-06-07 00:00:00,EOS/USD,6.378,6.81,6.303,6.656,3944705.24,601499.4
1559779200,2019-06-06 00:00:00,EOS/USD,6.424,6.493,5.92,6.378,3478163.41,560732.8
1559692800,2019-06-05 00:00:00,EOS/USD,6.289,6.695,6.15,6.424,3428143.48,539042.6
1559606400,2019-06-04 00:00:00,EOS/USD,6.681,6.867,5.989,6.289,7249119.84,1120549.3
1559520000,2019-06-03 00:00:00,EOS/USD,7.749,7.749,6.5,6.681,6835794.54,954154.1
1559433600,2019-06-02 00:00:00,EOS/USD,7.724,7.988,7.48,7.749,8002396.11,1033653.2
1559347200,2019-06-01 00:00:00,EOS/USD,8.598,8.72,7.362,7.724,10255742.92,1249735.8
1559260800,2019-05-31 00:00:00,EOS/USD,7.317,8.98,7.19,8.598,12001818.86,1494257.5
1559174400,2019-05-30 00:00:00,EOS/USD,7.977,8.5,6.808,7.317,8181237.54,1058309.4
1559088000,2019-05-29 00:00:00,EOS/USD,8.1,8.229,7.41,7.977,2880052.13,360411.8
1559001600,2019-05-28 00:00:00,EOS/USD,7.976,8.21,7.56,8.1,2959083.97,371002.9
1558915200,2019-05-27 00:00:00,EOS/USD,6.966,8.263,6.885,7.976,4448121.21,591006.6
1558828800,2019-05-26 00:00:00,EOS/USD,6.399,7.039,6.231,6.966,1203832.5,180470.6
1558742400,2019-05-25 00:00:00,EOS/USD,6.41,6.549,6.319,6.399,383135.99,59582.7
1558656000,2019-05-24 00:00:00,EOS/USD,6.056,6.6,5.999,6.41,783649.18,122885.6
1558569600,2019-05-23 00:00:00,EOS/USD,5.949,6.131,5.743,6.056,423730.17,71477.1
1558483200,2019-05-22 00:00:00,EOS/USD,6.312,6.374,5.702,5.949,790187.65,130009.5
1558396800,2019-05-21 00:00:00,EOS/USD,6.262,6.395,6.122,6.312,326647.32,52072.5
1558310400,2019-05-20 00:00:00,EOS/USD,6.504,6.504,6.013,6.262,626753.56,100165.1
1558224000,2019-05-19 00:00:00,EOS/USD,5.91,6.597,5.886,6.504,718913.86,113869.2
1558137600,2019-05-18 00:00:00,EOS/USD,6.045,6.146,5.83,5.91,473739.9,79566.9
1558051200,2019-05-17 00:00:00,EOS/USD,6.506,6.58,5.605,6.045,1595991.01,267789.4
1557964800,2019-05-16 00:00:00,EOS/USD,6.512,6.944,6.248,6.506,2317303.15,350880.7
1557878400,2019-05-15 00:00:00,EOS/USD,6.05,6.635,5.98,6.512,2135014.66,341782.0
1557792000,2019-05-14 00:00:00,EOS/USD,5.544,6.335,5.53,6.05,1683138.96,284718.5
1557705600,2019-05-13 00:00:00,EOS/USD,5.328,5.826,5.303,5.544,1524620.56,272384.5
1557619200,2019-05-12 00:00:00,EOS/USD,5.538,5.778,5.205,5.328,1095282.0,201376.3
1557532800,2019-05-11 00:00:00,EOS/USD,4.794,5.854,4.794,5.538,1664282.71,310744.3
1557446400,2019-05-10 00:00:00,EOS/USD,4.822,4.946,4.511,4.794,980451.05,206049.5
1557360000,2019-05-09 00:00:00,EOS/USD,4.859,4.974,4.75,4.822,476102.82,98417.6
1557273600,2019-05-08 00:00:00,EOS/USD,4.76,4.895,4.7,4.859,326698.91,68431.7
1557187200,2019-05-07 00:00:00,EOS/USD,4.837,5.01,4.752,4.76,504614.63,103462.4
1557100800,2019-05-06 00:00:00,EOS/USD,4.83,4.958,4.606,4.837,444700.92,92905.9
1557014400,2019-05-05 00:00:00,EOS/USD,4.888,4.948,4.773,4.83,151872.06,31407.3
1556928000,2019-05-04 00:00:00,EOS/USD,4.991,5.106,4.726,4.888,642798.12,131512.3
1556841600,2019-05-03 00:00:00,EOS/USD,4.693,5.098,4.662,4.991,725291.57,146747.5
1556755200,2019-05-02 00:00:00,EOS/USD,4.702,4.737,4.57,4.693,274617.29,58852.4
1556668800,2019-05-01 00:00:00,EOS/USD,4.771,4.819,4.617,4.702,329721.49,69927.3
1556582400,2019-04-30 00:00:00,EOS/USD,4.435,4.79,4.435,4.771,486176.56,105607.4
1556496000,2019-04-29 00:00:00,EOS/USD,4.596,4.629,4.375,4.435,240553.01,53625.0
1556409600,2019-04-28 00:00:00,EOS/USD,4.617,4.67,4.519,4.596,166624.82,36156.8
1556323200,2019-04-27 00:00:00,EOS/USD,4.649,4.726,4.596,4.617,218571.34,47035.5
1556236800,2019-04-26 00:00:00,EOS/USD,4.524,4.788,4.44,4.649,901446.17,196691.7
1556150400,2019-04-25 00:00:00,EOS/USD,4.822,4.88,4.486,4.524,639366.83,137793.6
1556064000,2019-04-24 00:00:00,EOS/USD,5.162,5.199,4.603,4.822,722429.79,149435.9
1555977600,2019-04-23 00:00:00,EOS/USD,5.25,5.381,5.114,5.162,432826.72,82355.3
1555891200,2019-04-22 00:00:00,EOS/USD,5.243,5.321,5.136,5.25,231275.44,44024.7
1555804800,2019-04-21 00:00:00,EOS/USD,5.457,5.469,5.0,5.243,377421.32,72288.7
1555718400,2019-04-20 00:00:00,EOS/USD,5.488,5.529,5.399,5.457,161459.97,29536.3
1555632000,2019-04-19 00:00:00,EOS/USD,5.486,5.5,5.398,5.488,179472.99,32928.4
1555545600,2019-04-18 00:00:00,EOS/USD,5.453,5.599,5.439,5.486,309907.59,56256.6
1555459200,2019-04-17 00:00:00,EOS/USD,5.537,5.63,5.391,5.453,206452.37,37700.2
1555372800,2019-04-16 00:00:00,EOS/USD,5.334,5.549,5.295,5.537,179133.18,33092.0
1555286400,2019-04-15 00:00:00,EOS/USD,5.574,5.628,5.236,5.334,400997.68,73258.9
1555200000,2019-04-14 00:00:00,EOS/USD,5.327,5.598,5.25,5.574,289758.82,53809.3
1555113600,2019-04-13 00:00:00,EOS/USD,5.392,5.483,5.239,5.327,242698.32,45359.4
1555027200,2019-04-12 00:00:00,EOS/USD,5.31,5.461,5.086,5.392,431763.85,81149.1
1554940800,2019-04-11 00:00:00,EOS/USD,5.869,5.869,5.12,5.31,856154.71,156974.9
1554854400,2019-04-10 00:00:00,EOS/USD,5.913,6.049,5.566,5.869,1427198.62,243499.0
