unix,date,symbol,open,high,low,close,Volume ETC,Volume USD
1578441600,2020-01-08 00:00:00,ETC/USD,4.84,5.06,4.71,4.955,1181885.8,241558.11
1578355200,2020-01-07 00:00:00,ETC/USD,5.044,5.08,4.714,4.84,1705036.95,350797.9
1578268800,2020-01-06 00:00:00,ETC/USD,4.873,5.145,4.85,5.044,1490607.44,298791.27
1578182400,2020-01-05 00:00:00,ETC/USD,4.758,5.002,4.728,4.873,1411377.31,289372.64
1578096000,2020-01-04 00:00:00,ETC/USD,4.569,4.768,4.523,4.758,614972.58,132552.12
1578009600,2020-01-03 00:00:00,ETC/USD,4.218,4.62,4.171,4.569,708990.66,159560.11
1577923200,2020-01-02 00:00:00,ETC/USD,4.476,4.495,4.16,4.218,628975.95,144669.78
1577836800,2020-01-01 00:00:00,ETC/USD,4.473,4.557,4.454,4.476,287704.12,63810.77
1577750400,2019-12-31 00:00:00,ETC/USD,4.606,4.767,4.42,4.473,905226.45,197476.68
1577664000,2019-12-30 00:00:00,ETC/USD,4.639,4.84,4.523,4.606,661305.59,142220.04
1577577600,2019-12-29 00:00:00,ETC/USD,4.401,4.844,4.379,4.639,896141.15,193270.93
1577491200,2019-12-28 00:00:00,ETC/USD,4.492,4.542,4.368,4.401,450606.59,101187.66
1577404800,2019-12-27 00:00:00,ETC/USD,4.487,4.669,4.357,4.492,1082708.8,241077.67
1577318400,2019-12-26 00:00:00,ETC/USD,4.039,4.772,4.034,4.487,2027002.14,458983.65
1577232000,2019-12-25 00:00:00,ETC/USD,3.926,4.08,3.901,4.039,363896.55,90584.2
1577145600,2019-12-24 00:00:00,ETC/USD,4.0,4.0,3.884,3.926,195151.02,49399.68
1577059200,2019-12-23 00:00:00,ETC/USD,4.197,4.238,3.949,4.0,699742.21,169654.3
1576972800,2019-12-22 00:00:00,ETC/USD,4.091,4.267,4.054,4.197,498957.43,119161.77
1576886400,2019-12-21 00:00:00,ETC/USD,4.05,4.171,3.986,4.091,500600.77,122639.99
1576800000,2019-12-20 00:00:00,ETC/USD,3.727,4.223,3.68,4.05,784869.79,196563.98
1576713600,2019-12-19 00:00:00,ETC/USD,3.775,3.829,3.66,3.727,192923.88,51692.36
1576627200,2019-12-18 00:00:00,ETC/USD,3.475,3.839,3.367,3.775,830134.92,229217.5
1576540800,2019-12-17 00:00:00,ETC/USD,3.679,3.706,3.412,3.475,412063.59,116048.22
1576454400,2019-12-16 00:00:00,ETC/USD,3.801,3.838,3.621,3.679,944065.51,253121.67
1576368000,2019-12-15 00:00:00,ETC/USD,3.793,3.859,3.753,3.801,153431.15,40386.01
1576281600,2019-12-14 00:00:00,ETC/USD,3.852,3.865,3.743,3.793,183494.48,48278.83
1576195200,2019-12-13 00:00:00,ETC/USD,3.81,3.888,3.793,3.852,146188.14,37956.84
1576108800,2019-12-12 00:00:00,ETC/USD,3.762,3.848,3.714,3.81,292191.44,77205.41
1576022400,2019-12-11 00:00:00,ETC/USD,3.778,3.8,3.75,3.762,217476.52,57578.3
1575936000,2019-12-10 00:00:00,ETC/USD,3.803,3.803,3.735,3.778,184450.39,48936.99
1575849600,2019-12-09 00:00:00,ETC/USD,3.9,3.928,3.77,3.803,222924.14,57879.92
1575763200,2019-12-08 00:00:00,ETC/USD,3.87,3.95,3.829,3.9,139396.8,35789.36
1575676800,2019-12-07 00:00:00,ETC/USD,3.903,3.95,3.86,3.87,268838.78,68902.64
1575590400,2019-12-06 00:00:00,ETC/USD,3.796,3.925,3.77,3.903,244384.76,63186.43
1575504000,2019-12-05 00:00:00,ETC/USD,3.753,3.822,3.729,3.796,215872.05,57147.3
1575417600,2019-12-04 00:00:00,ETC/USD,3.831,3.905,3.701,3.753,377039.54,99544.38
1575331200,2019-12-03 00:00:00,ETC/USD,3.865,3.95,3.823,3.831,226263.23,58305.78
1575244800,2019-12-02 00:00:00,ETC/USD,3.943,3.955,3.785,3.865,289918.98,75331.97
1575158400,2019-12-01 00:00:00,ETC/USD,3.953,4.053,3.81,3.943,377287.44,96753.28
1575072000,2019-11-30 00:00:00,ETC/USD,4.086,4.107,3.871,3.953,385747.55,96436.21
1574985600,2019-11-29 00:00:00,ETC/USD,3.94,4.138,3.929,4.086,319503.97,78826.18
1574899200,2019-11-28 00:00:00,ETC/USD,3.964,4.06,3.86,3.94,688370.68,173206.53
1574812800,2019-11-27 00:00:00,ETC/USD,3.884,4.054,3.684,3.964,859987.54,221679.87
1574726400,2019-11-26 00:00:00,ETC/USD,3.789,3.926,3.76,3.884,388732.55,100892.04
1574640000,2019-11-25 00:00:00,ETC/USD,3.707,3.996,3.55,3.789,782530.6,209781.13
1574553600,2019-11-24 00:00:00,ETC/USD,4.003,4.007,3.678,3.707,315228.97,81855.94
1574467200,2019-11-23 00:00:00,ETC/USD,3.883,4.084,3.81,4.003,526185.67,134438.68
1574380800,2019-11-22 00:00:00,ETC/USD,4.175,4.23,3.535,3.883,1738106.32,448572.9
1574294400,2019-11-21 00:00:00,ETC/USD,4.342,4.412,4.038,4.175,822126.48,195711.09
1574208000,2019-11-20 00:00:00,ETC/USD,4.384,4.436,4.294,4.342,325159.11,74290.69
1574121600,2019-11-19 00:00:00,ETC/USD,4.35,4.526,4.246,4.384,927347.33,212645.47
1574035200,2019-11-18 00:00:00,ETC/USD,4.618,4.626,4.168,4.35,1145569.23,260548.73
1573948800,2019-11-17 00:00:00,ETC/USD,4.629,4.693,4.578,4.618,346400.0,74627.77
1573862400,2019-11-16 00:00:00,ETC/USD,4.559,4.674,4.538,4.629,241368.5,52354.71
1573776000,2019-11-15 00:00:00,ETC/USD,4.747,4.798,4.45,4.559,715917.5,155077.71
1573689600,2019-11-14 00:00:00,ETC/USD,4.838,4.85,4.641,4.747,676742.05,143212.54
1573603200,2019-11-13 00:00:00,ETC/USD,4.896,4.91,4.813,4.838,318443.34,65689.02
1573516800,2019-11-12 00:00:00,ETC/USD,4.89,4.932,4.789,4.896,363488.52,74649.05
1573430400,2019-11-11 00:00:00,ETC/USD,5.034,5.067,4.82,4.89,258047.85,52395.63
1573344000,2019-11-10 00:00:00,ETC/USD,4.951,5.18,4.91,5.034,1150961.36,229330.22
1573257600,2019-11-09 00:00:00,ETC/USD,4.967,5.047,4.914,4.951,437144.56,87934.59
1573171200,2019-11-08 00:00:00,ETC/USD,5.243,5.284,4.762,4.967,1195245.17,237887.38
1573084800,2019-11-07 00:00:00,ETC/USD,5.085,5.365,5.038,5.243,1792303.55,347260.33
1572998400,2019-11-06 00:00:00,ETC/USD,5.033,5.199,4.994,5.085,899627.81,177382.22
1572912000,2019-11-05 00:00:00,ETC/USD,4.971,5.084,4.857,5.033,725002.57,144813.23
1572825600,2019-11-04 00:00:00,ETC/USD,4.872,5.045,4.854,4.971,527226.96,106291.06
1572739200,2019-11-03 00:00:00,ETC/USD,4.936,5.003,4.838,4.872,190159.2,38718.45
1572652800,2019-11-02 00:00:00,ETC/USD,4.88,5.05,4.844,4.936,495722.2,100407.05
1572566400,2019-11-01 00:00:00,ETC/USD,4.82,4.95,4.796,4.88,635098.68,130840.14
1572480000,2019-10-31 00:00:00,ETC/USD,4.792,4.973,4.692,4.82,1476139.23,304703.29
1572393600,2019-10-30 00:00:00,ETC/USD,4.933,4.985,4.724,4.792,968245.81,200448.33
1572307200,2019-10-29 00:00:00,ETC/USD,4.741,5.158,4.741,4.933,1775761.66,356563.76
1572220800,2019-10-28 00:00:00,ETC/USD,4.788,5.043,4.734,4.741,959616.76,197633.08
1572134400,2019-10-27 00:00:00,ETC/USD,4.586,4.948,4.568,4.788,1345981.52,282932.34
1572048000,2019-10-26 00:00:00,ETC/USD,4.763,5.25,4.481,4.586,2392879.16,495312.67
1571961600,2019-10-25 00:00:00,ETC/USD,4.264,5.008,4.232,4.763,1753386.84,371234.78
1571875200,2019-10-24 00:00:00,ETC/USD,4.26,4.388,4.201,4.264,587550.06,137461.88
1571788800,2019-10-23 00:00:00,ETC/USD,4.46,4.489,4.011,4.26,1209804.83,285369.31
1571702400,2019-10-22 00:00:00,ETC/USD,4.599,4.658,4.411,4.46,610931.58,133602.04
1571616000,2019-10-21 00:00:00,ETC/USD,4.539,4.68,4.36,4.599,1007399.33,220909.8
1571529600,2019-10-20 00:00:00,ETC/USD,4.429,4.615,4.372,4.539,426040.4,95018.44
1571443200,2019-10-19 00:00:00,ETC/USD,4.439,4.472,4.37,4.429,397021.97,89738.82
1571356800,2019-10-18 00:00:00,ETC/USD,4.511,4.609,4.36,4.439,575448.14,129031.18
1571270400,2019-10-17 00:00:00,ETC/USD,4.43,4.58,4.404,4.511,823150.28,182717.36
1571184000,2019-10-16 00:00:00,ETC/USD,4.576,4.7,4.301,4.43,932145.03,207916.13
1571097600,2019-10-15 00:00:00,ETC/USD,4.792,4.802,4.47,4.576,967481.12,209561.24
1571011200,2019-10-14 00:00:00,ETC/USD,4.744,4.866,4.723,4.792,482634.93,100907.44
1570924800,2019-10-13 00:00:00,ETC/USD,4.718,4.825,4.686,4.744,373893.04,78529.84
1570838400,2019-10-12 00:00:00,ETC/USD,4.646,4.76,4.641,4.718,528393.09,112034.73
1570752000,2019-10-11 00:00:00,ETC/USD,4.845,4.975,4.632,4.646,821607.69,171833.27
1570665600,2019-10-10 00:00:00,ETC/USD,5.089,5.118,4.816,4.845,1751552.26,351926.55
1570579200,2019-10-09 00:00:00,ETC/USD,4.635,5.301,4.601,5.089,2111579.8,425868.03
1570492800,2019-10-08 00:00:00,ETC/USD,4.675,4.736,4.569,4.635,531149.71,114307.73
1570406400,2019-10-07 00:00:00,ETC/USD,4.499,4.747,4.46,4.675,644172.69,139205.85
1570320000,2019-10-06 00:00:00,ETC/USD,4.626,4.64,4.4,4.499,471485.08,104233.13
1570233600,2019-10-05 00:00:00,ETC/USD,4.592,4.663,4.551,4.626,446612.13,96697.35
1570147200,2019-10-04 00:00:00,ETC/USD,4.614,4.667,4.506,4.592,312621.61,68000.64
1570060800,2019-10-03 00:00:00,ETC/USD,4.698,4.705,4.519,4.614,601991.28,130527.34
1569974400,2019-10-02 00:00:00,ETC/USD,4.638,4.706,4.577,4.698,265913.1,57513.79
1569888000,2019-10-01 00:00:00,ETC/USD,4.713,4.854,4.614,4.638,873907.9,184833.19
1569801600,2019-09-30 00:00:00,ETC/USD,4.557,4.799,4.42,4.713,1026117.0,221391.82
1569715200,2019-09-29 00:00:00,ETC/USD,4.684,4.696,4.45,4.557,709267.13,155424.32
1569628800,2019-09-28 00:00:00,ETC/USD,4.683,4.769,4.602,4.684,933449.36,199388.99
1569542400,2019-09-27 00:00:00,ETC/USD,4.74,4.789,4.501,4.683,981877.16,211315.51
1569456000,2019-09-26 00:00:00,ETC/USD,4.858,4.927,4.5,4.74,1956438.22,414603.65
1569369600,2019-09-25 00:00:00,ETC/USD,4.964,5.339,4.612,4.858,1732220.83,348053.48
1569283200,2019-09-24 00:00:00,ETC/USD,5.809,5.88,4.35,4.964,4483058.88,884687.96
1569196800,2019-09-23 00:00:00,ETC/USD,5.99,6.075,5.771,5.809,713534.0,120332.98
1569110400,2019-09-22 00:00:00,ETC/USD,6.127,6.13,5.954,5.99,539037.19,89529.32
1569024000,2019-09-21 00:00:00,ETC/USD,6.16,6.199,6.036,6.127,563477.55,92109.43
1568937600,2019-09-20 00:00:00,ETC/USD,6.228,6.275,5.95,6.16,1280876.96,209268.2
1568851200,2019-09-19 00:00:00,ETC/USD,6.388,6.39,5.75,6.228,2508199.09,410400.67
1568764800,2019-09-18 00:00:00,ETC/USD,6.279,6.533,6.279,6.388,1321951.74,205353.73
1568678400,2019-09-17 00:00:00,ETC/USD,6.224,6.436,6.168,6.279,1390469.4,219915.69
1568592000,2019-09-16 00:00:00,ETC/USD,6.259,6.345,6.12,6.224,668875.06,107454.17
1568505600,2019-09-15 00:00:00,ETC/USD,6.271,6.348,6.223,6.259,376184.54,60005.95
1568419200,2019-09-14 00:00:00,ETC/USD,6.191,6.326,6.085,6.271,487653.33,78296.17
1568332800,2019-09-13 00:00:00,ETC/USD,6.219,6.26,6.104,6.191,576422.0,93289.58
1568246400,2019-09-12 00:00:00,ETC/USD,6.318,6.367,6.192,6.219,954196.24,152430.75
1568160000,2019-09-11 00:00:00,ETC/USD,6.52,6.584,6.109,6.318,1028200.39,162597.92
1568073600,2019-09-10 00:00:00,ETC/USD,6.59,6.74,6.384,6.52,1010860.17,153817.04
1567987200,2019-09-09 00:00:00,ETC/USD,6.653,6.807,6.375,6.59,1111500.11,169157.97
1567900800,2019-09-08 00:00:00,ETC/USD,6.68,6.785,6.561,6.653,915949.79,137132.68
1567814400,2019-09-07 00:00:00,ETC/USD,6.686,6.85,6.235,6.68,2023635.59,309071.57
1567728000,2019-09-06 00:00:00,ETC/USD,7.037,7.083,6.686,6.686,1532974.0,221503.07
1567641600,2019-09-05 00:00:00,ETC/USD,6.781,7.228,6.722,7.037,2106759.08,300105.83
1567555200,2019-09-04 00:00:00,ETC/USD,6.81,6.883,6.641,6.781,980734.81,144913.79
1567468800,2019-09-03 00:00:00,ETC/USD,6.7,7.021,6.62,6.81,1228426.7,180188.02
1567382400,2019-09-02 00:00:00,ETC/USD,6.274,6.891,6.21,6.7,2447662.39,369689.25
1567296000,2019-09-01 00:00:00,ETC/USD,6.274,6.328,6.068,6.274,767099.7,123300.15
1567209600,2019-08-31 00:00:00,ETC/USD,6.299,6.442,6.146,6.274,1216103.11,193596.46
1567123200,2019-08-30 00:00:00,ETC/USD,5.948,6.499,5.73,6.299,2446321.56,393811.73
1567036800,2019-08-29 00:00:00,ETC/USD,6.48,6.48,5.672,5.948,2703012.73,447008.91
1566950400,2019-08-28 00:00:00,ETC/USD,7.192,7.245,6.166,6.48,3711717.58,560871.35
1566864000,2019-08-27 00:00:00,ETC/USD,7.33,7.335,7.1,7.192,910432.87,126359.6
1566777600,2019-08-26 00:00:00,ETC/USD,7.13,7.53,7.108,7.33,1933711.01,265608.16
1566691200,2019-08-25 00:00:00,ETC/USD,6.86,7.428,6.852,7.13,2670413.07,373216.56
1566604800,2019-08-24 00:00:00,ETC/USD,7.141,7.227,6.749,6.86,2175134.4,312095.35
1566518400,2019-08-23 00:00:00,ETC/USD,7.21,7.564,6.857,7.141,5956839.47,830324.12
1566432000,2019-08-22 00:00:00,ETC/USD,6.149,7.82,5.976,7.21,10436062.96,1467311.04
1566345600,2019-08-21 00:00:00,ETC/USD,6.029,6.379,5.855,6.149,2699542.56,441502.67
1566259200,2019-08-20 00:00:00,ETC/USD,5.551,6.249,5.476,6.029,3476680.4,582212.85
1566172800,2019-08-19 00:00:00,ETC/USD,5.573,5.663,5.439,5.551,593605.2,107012.55
1566086400,2019-08-18 00:00:00,ETC/USD,5.46,5.673,5.42,5.573,523284.71,93594.88
1566000000,2019-08-17 00:00:00,ETC/USD,5.54,5.55,5.4,5.46,398414.31,72665.13
1565913600,2019-08-16 00:00:00,ETC/USD,5.64,5.645,5.437,5.54,646320.09,116858.77
1565827200,2019-08-15 00:00:00,ETC/USD,5.576,5.8,5.286,5.64,1295225.39,232466.5
1565740800,2019-08-14 00:00:00,ETC/USD,6.021,6.164,5.46,5.576,1502355.6,257831.8
1565654400,2019-08-13 00:00:00,ETC/USD,5.786,6.279,5.74,6.021,1890200.88,322965.41
1565568000,2019-08-12 00:00:00,ETC/USD,5.838,5.982,5.676,5.786,787408.88,136167.29
1565481600,2019-08-11 00:00:00,ETC/USD,5.636,5.884,5.636,5.838,1181893.83,204588.26
1565395200,2019-08-10 00:00:00,ETC/USD,5.801,5.895,5.523,5.636,1372729.78,240857.28
1565308800,2019-08-09 00:00:00,ETC/USD,5.989,6.023,5.721,5.801,611300.52,104752.86
1565222400,2019-08-08 00:00:00,ETC/USD,5.899,6.188,5.868,5.989,1152281.44,192183.29
1565136000,2019-08-07 00:00:00,ETC/USD,5.868,6.016,5.812,5.899,858036.54,145454.84
1565049600,2019-08-06 00:00:00,ETC/USD,6.169,6.243,5.79,5.868,1082759.93,179856.61
1564963200,2019-08-05 00:00:00,ETC/USD,6.118,6.35,6.118,6.169,1350403.5,217337.26
1564876800,2019-08-04 00:00:00,ETC/USD,5.885,6.17,5.83,6.118,1195577.51,197452.68
1564790400,2019-08-03 00:00:00,ETC/USD,5.882,5.98,5.844,5.885,580125.73,98214.1
1564704000,2019-08-02 00:00:00,ETC/USD,5.971,6.015,5.798,5.882,691479.01,117268.45
1564617600,2019-08-01 00:00:00,ETC/USD,6.052,6.08,5.832,5.971,895489.53,150569.91
1564531200,2019-07-31 00:00:00,ETC/USD,5.934,6.099,5.8,6.052,1132335.2,189748.6
1564444800,2019-07-30 00:00:00,ETC/USD,5.93,5.999,5.794,5.934,760735.38,128660.27
1564358400,2019-07-29 00:00:00,ETC/USD,5.898,6.087,5.833,5.93,1003829.19,168964.11
1564272000,2019-07-28 00:00:00,ETC/USD,5.943,6.007,5.551,5.898,1122062.24,191224.8
1564185600,2019-07-27 00:00:00,ETC/USD,6.209,6.337,5.77,5.943,1530300.84,256478.14
1564099200,2019-07-26 00:00:00,ETC/USD,6.003,6.243,5.895,6.209,703279.55,115312.32
1564012800,2019-07-25 00:00:00,ETC/USD,6.098,6.29,5.981,6.003,763928.18,124683.74
1563926400,2019-07-24 00:00:00,ETC/USD,6.001,6.23,5.761,6.098,1415870.78,238138.03
1563840000,2019-07-23 00:00:00,ETC/USD,6.361,6.361,5.94,6.001,1212324.48,198674.47
1563753600,2019-07-22 00:00:00,ETC/USD,6.274,6.498,6.196,6.361,1563369.53,246642.0
1563667200,2019-07-21 00:00:00,ETC/USD,6.176,6.321,6.04,6.274,1043034.22,168672.6
1563580800,2019-07-20 00:00:00,ETC/USD,5.861,6.344,5.85,6.176,1381639.39,224758.5
1563494400,2019-07-19 00:00:00,ETC/USD,6.04,6.067,5.651,5.861,1342110.81,230923.96
1563408000,2019-07-18 00:00:00,ETC/USD,5.709,6.094,5.42,6.04,1943569.9,335340.62
1563321600,2019-07-17 00:00:00,ETC/USD,5.31,6.048,5.241,5.709,1709773.43,305488.37
1563235200,2019-07-16 00:00:00,ETC/USD,5.857,6.127,5.18,5.31,3038706.05,539900.31
1563148800,2019-07-15 00:00:00,ETC/USD,5.699,6.25,5.159,5.857,3133763.11,558738.92
1563062400,2019-07-14 00:00:00,ETC/USD,6.63,6.65,5.551,5.699,2130778.71,357681.79
1562976000,2019-07-13 00:00:00,ETC/USD,6.792,6.809,6.377,6.63,1069855.01,162840.08
1562889600,2019-07-12 00:00:00,ETC/USD,6.632,6.859,6.508,6.792,1383678.91,205012.06
1562803200,2019-07-11 00:00:00,ETC/USD,7.262,7.278,6.17,6.632,2609682.41,392826.12
1562716800,2019-07-10 00:00:00,ETC/USD,7.9,7.945,6.99,7.262,2401526.0,323509.17
1562630400,2019-07-09 00:00:00,ETC/USD,8.047,8.13,7.74,7.9,1895840.44,239533.71
1562544000,2019-07-08 00:00:00,ETC/USD,7.995,8.048,7.874,8.047,833840.92,104690.86
1562457600,2019-07-07 00:00:00,ETC/USD,7.824,8.011,7.739,7.995,656667.16,83240.36
1562371200,2019-07-06 00:00:00,ETC/USD,7.861,8.02,7.75,7.824,926496.52,117551.7
1562284800,2019-07-05 00:00:00,ETC/USD,7.73,7.934,7.61,7.861,790726.93,101671.64
1562198400,2019-07-04 00:00:00,ETC/USD,7.863,8.19,7.677,7.73,1663053.53,209826.6
1562112000,2019-07-03 00:00:00,ETC/USD,7.695,7.909,7.631,7.863,976618.86,125573.57
1562025600,2019-07-02 00:00:00,ETC/USD,7.815,7.865,7.299,7.695,1808805.5,239351.74
1561939200,2019-07-01 00:00:00,ETC/USD,7.765,7.997,7.2,7.815,2088253.27,275215.59
1561852800,2019-06-30 00:00:00,ETC/USD,8.247,8.669,7.65,7.765,2996653.68,367803.99
1561766400,2019-06-29 00:00:00,ETC/USD,8.002,8.3,7.563,8.247,2011666.53,252793.82
1561680000,2019-06-28 00:00:00,ETC/USD,7.7,8.389,7.562,8.002,2517392.39,316964.9
1561593600,2019-06-27 00:00:00,ETC/USD,8.97,9.13,7.011,7.7,5599572.07,715312.28
1561507200,2019-06-26 00:00:00,ETC/USD,9.219,9.684,8.511,8.97,5568093.99,597258.91
1561420800,2019-06-25 00:00:00,ETC/USD,9.287,9.336,9.021,9.219,1631706.98,178050.85
1561334400,2019-06-24 00:00:00,ETC/USD,9.26,9.39,8.809,9.287,1885984.81,207014.94
1561248000,2019-06-23 00:00:00,ETC/USD,9.101,9.625,9.059,9.26,3331678.7,357747.85
1561161600,2019-06-22 00:00:00,ETC/USD,8.812,9.333,8.704,9.101,4172815.82,462241.71
1561075200,2019-06-21 00:00:00,ETC/USD,8.509,8.869,8.5,8.812,1995360.03,229979.42
1560988800,2019-06-20 00:00:00,ETC/USD,8.56,8.613,8.376,8.509,954844.52,112484.66
1560902400,2019-06-19 00:00:00,ETC/USD,8.45,8.674,8.442,8.56,905945.52,106279.54
1560816000,2019-06-18 00:00:00,ETC/USD,8.8,8.843,8.292,8.45,1813208.32,212966.73
1560729600,2019-06-17 00:00:00,ETC/USD,8.687,8.899,8.65,8.8,1926911.59,219686.73
1560643200,2019-06-16 00:00:00,ETC/USD,8.611,8.948,8.505,8.687,2997071.98,343629.84
1560556800,2019-06-15 00:00:00,ETC/USD,8.58,8.719,8.426,8.611,1382714.82,160993.96
1560470400,2019-06-14 00:00:00,ETC/USD,8.542,8.621,8.16,8.58,1764100.75,209923.85
1560384000,2019-06-13 00:00:00,ETC/USD,8.66,8.789,8.5,8.542,1808137.68,209859.93
1560297600,2019-06-12 00:00:00,ETC/USD,8.26,8.9,8.121,8.66,3521065.47,418421.68
1560211200,2019-06-11 00:00:00,ETC/USD,8.349,8.35,8.034,8.26,1946615.85,237549.01
1560124800,2019-06-10 00:00:00,ETC/USD,8.129,8.468,7.9,8.349,2042860.32,248773.5
1560038400,2019-06-09 00:00:00,ETC/USD,8.43,8.55,7.9,8.129,1579930.17,194381.24
1559952000,2019-06-08 00:00:00,ETC/USD,8.349,8.842,8.076,8.43,2016656.15,238659.78
1559865600,2019-06-07 00:00:00,ETC/USD,8.021,8.488,7.87,8.349,2847451.46,347758.56
1559779200,2019-06-06 00:00:00,ETC/USD,8.199,8.254,7.331,8.021,3158034.75,403414.84
1559692800,2019-06-05 00:00:00,ETC/USD,8.409,8.55,7.81,8.199,2907880.62,355100.22
1559606400,2019-06-04 00:00:00,ETC/USD,9.36,9.36,7.501,8.409,11352513.23,1338986.78
1559520000,2019-06-03 00:00:00,ETC/USD,9.55,9.86,9.02,9.36,7024475.15,739065.85
1559433600,2019-06-02 00:00:00,ETC/USD,8.63,9.68,8.572,9.55,4832912.82,520485.7
1559347200,2019-06-01 00:00:00,ETC/USD,8.65,8.9,8.42,8.63,2046416.97,235479.98
1559260800,2019-05-31 00:00:00,ETC/USD,8.08,8.764,7.87,8.65,3308408.44,400561.26
1559174400,2019-05-30 00:00:00,ETC/USD,8.191,8.899,7.701,8.08,6855080.31,813388.84
1559088000,2019-05-29 00:00:00,ETC/USD,8.217,8.429,7.661,8.191,2842909.13,349394.56
1559001600,2019-05-28 00:00:00,ETC/USD,8.131,8.495,8.002,8.217,3830372.9,464965.74
1558915200,2019-05-27 00:00:00,ETC/USD,7.711,8.4,7.606,8.131,5235133.55,663028.47
1558828800,2019-05-26 00:00:00,ETC/USD,7.316,7.829,7.15,7.711,2650024.05,354995.54
1558742400,2019-05-25 00:00:00,ETC/USD,7.313,7.4,7.181,7.316,845211.39,116058.4
1558656000,2019-05-24 00:00:00,ETC/USD,7.08,7.446,6.975,7.313,2005855.58,276493.95
1558569600,2019-05-23 00:00:00,ETC/USD,6.91,7.13,6.671,7.08,1721097.76,249674.07
1558483200,2019-05-22 00:00:00,ETC/USD,7.42,7.522,6.799,6.91,2437257.62,341132.14
1558396800,2019-05-21 00:00:00,ETC/USD,7.42,7.671,7.228,7.42,1823126.2,244587.35
1558310400,2019-05-20 00:00:00,ETC/USD,7.79,7.808,7.114,7.42,2572563.86,346107.62
1558224000,2019-05-19 00:00:00,ETC/USD,7.16,7.909,7.15,7.79,4038421.46,525088.77
1558137600,2019-05-18 00:00:00,ETC/USD,7.29,7.468,7.08,7.16,2093531.69,286922.95
1558051200,2019-05-17 00:00:00,ETC/USD,7.67,7.828,6.667,7.29,7649766.17,1068420.28
1557964800,2019-05-16 00:00:00,ETC/USD,7.66,8.677,6.94,7.67,14323248.2,1805456.35
1557878400,2019-05-15 00:00:00,ETC/USD,6.57,7.729,6.481,7.66,7414051.08,1026937.97
1557792000,2019-05-14 00:00:00,ETC/USD,6.08,6.727,6.059,6.57,4808122.93,751030.83
1557705600,2019-05-13 00:00:00,ETC/USD,5.832,6.328,5.789,6.08,2983088.8,485852.74
1557619200,2019-05-12 00:00:00,ETC/USD,6.06,6.276,5.712,5.832,3281033.47,548126.62
1557532800,2019-05-11 00:00:00,ETC/USD,5.603,6.45,5.581,6.06,4402227.42,726312.09
1557446400,2019-05-10 00:00:00,ETC/USD,5.543,5.688,5.466,5.603,982440.95,176032.72
1557360000,2019-05-09 00:00:00,ETC/USD,5.673,5.748,5.458,5.543,930883.47,166445.14
1557273600,2019-05-08 00:00:00,ETC/USD,5.58,5.73,5.505,5.673,720339.22,128253.15
1557187200,2019-05-07 00:00:00,ETC/USD,5.633,5.869,5.5,5.58,1331511.61,233872.91
1557100800,2019-05-06 00:00:00,ETC/USD,5.689,5.749,5.43,5.633,1159422.28,207524.64
